customer_id,age,tenure,monthly_revenue,total_revenue,contract,payment_method,usage,support_tickets,satisfaction,churn
SYN-0397,65,41,799,32759,Quarterly,Wallet,70,6,5,No
SYN-0398,67,32,2499,79968,Quarterly,NetBanking,98,0,2,No
SYN-0399,34,55,799,43945,Quarterly,NetBanking,32,6,7,No
SYN-0400,29,21,2499,52479,Annual,Wallet,75,5,10,No
SYN-0401,61,51,2499,127449,Quarterly,UPI,10,0,2,Yes
SYN-0402,48,8,1299,10392,Month-to-month,Card,63,7,1,No
SYN-0403,62,57,2499,142443,Quarterly,NetBanking,40,2,2,No
SYN-0404,61,6,2499,14994,Quarterly,Card,11,2,7,No
SYN-0405,51,28,799,22372,Month-to-month,Card,5,1,4,Yes
SYN-0406,65,38,1299,49362,Quarterly,UPI,6,7,1,Yes
SYN-0407,35,56,3999,223944,Quarterly,UPI,66,2,2,No
SYN-0408,40,47,799,37553,Month-to-month,Wallet,45,1,6,No
SYN-0409,57,50,1299,64950,Month-to-month,Card,13,2,9,No
SYN-0410,47,29,2499,72471,Annual,Wallet,85,3,3,No
SYN-0411,28,56,1299,72744,Annual,Wallet,17,1,3,Yes
SYN-0412,38,23,3999,91977,Annual,UPI,22,5,4,Yes
SYN-0413,34,16,2499,39984,Annual,Card,89,0,5,No
SYN-0414,36,48,3999,191952,Quarterly,Wallet,87,4,1,No
SYN-0415,25,8,1299,10392,Annual,UPI,86,7,10,No
SYN-0416,47,24,2499,59976,Quarterly,Card,54,2,10,No
SYN-0417,25,49,3999,195951,Month-to-month,NetBanking,7,1,10,No
SYN-0418,39,14,799,11186,Annual,Wallet,55,0,9,No
SYN-0419,55,28,3999,111972,Annual,Card,86,1,9,No
SYN-0420,34,18,799,14382,Month-to-month,NetBanking,15,4,9,No
SYN-0421,67,26,799,20774,Month-to-month,UPI,94,4,7,No
SYN-0422,60,16,799,12784,Annual,UPI,19,6,8,No
SYN-0423,65,20,1299,25980,Month-to-month,Card,6,1,3,Yes
SYN-0424,29,32,2499,79968,Annual,NetBanking,26,4,6,No
SYN-0425,38,47,799,37553,Annual,UPI,47,0,7,No
SYN-0426,44,17,799,13583,Month-to-month,Wallet,63,7,9,No
SYN-0427,27,55,1299,71445,Annual,UPI,25,5,5,No
SYN-0428,23,15,799,11985,Quarterly,NetBanking,6,0,4,Yes
SYN-0429,66,25,1299,32475,Annual,Wallet,9,2,9,No
SYN-0430,38,15,2499,37485,Month-to-month,NetBanking,58,3,6,No
SYN-0431,23,8,799,6392,Quarterly,UPI,33,2,9,No
SYN-0432,26,57,3999,227943,Annual,Wallet,44,4,6,No
SYN-0433,40,1,2499,2499,Annual,Card,42,3,10,No
SYN-0434,36,30,2499,74970,Month-to-month,UPI,30,7,9,No
SYN-0435,43,60,3999,239940,Annual,UPI,34,0,9,No
SYN-0436,27,22,799,17578,Month-to-month,Card,99,6,5,No
SYN-0437,26,27,3999,107973,Month-to-month,Card,23,0,5,No
SYN-0438,58,58,3999,231942,Month-to-month,Card,63,5,2,No
SYN-0439,24,41,3999,163959,Quarterly,Card,80,1,10,No
SYN-0440,65,16,2499,39984,Annual,NetBanking,45,4,7,No
SYN-0441,33,21,3999,83979,Month-to-month,UPI,34,4,2,No
SYN-0442,41,10,799,7990,Quarterly,UPI,62,2,8,No
SYN-0443,50,35,2499,87465,Quarterly,UPI,62,3,5,No
SYN-0444,23,6,1299,7794,Month-to-month,NetBanking,95,4,10,Yes
SYN-0445,53,10,799,7990,Month-to-month,NetBanking,50,3,7,No
SYN-0446,56,17,1299,22083,Annual,Card,56,0,8,No
SYN-0447,21,7,3999,27993,Month-to-month,Card,22,1,2,Yes
SYN-0448,58,9,1299,11691,Annual,NetBanking,52,6,2,No
SYN-0449,62,59,799,47141,Quarterly,Card,13,0,4,Yes
SYN-0450,24,6,2499,14994,Month-to-month,Wallet,10,1,8,No
SYN-0451,64,53,3999,211947,Quarterly,Card,8,7,7,No
SYN-0452,49,23,1299,29877,Month-to-month,UPI,40,2,5,No
SYN-0453,56,40,1299,51960,Quarterly,UPI,68,4,7,No
SYN-0454,33,6,2499,14994,Annual,Card,22,6,7,Yes
SYN-0455,51,41,799,32759,Annual,Wallet,96,6,6,No
SYN-0456,22,23,2499,57477,Quarterly,Card,39,6,3,No
SYN-0457,43,2,2499,4998,Annual,Card,65,0,9,No
SYN-0458,38,11,799,8789,Annual,UPI,89,3,4,No
SYN-0459,32,49,1299,63651,Month-to-month,NetBanking,50,6,3,No
SYN-0460,57,52,2499,129948,Annual,Card,95,0,6,No
SYN-0461,32,37,1299,48063,Quarterly,UPI,74,7,5,No
SYN-0462,22,6,799,4794,Annual,Wallet,82,3,4,No
SYN-0463,66,1,2499,2499,Month-to-month,NetBanking,21,3,6,No
SYN-0464,28,4,799,3196,Annual,NetBanking,80,2,3,No
SYN-0465,42,5,2499,12495,Quarterly,NetBanking,80,6,2,Yes
SYN-0466,62,9,1299,11691,Quarterly,Card,86,6,8,No
SYN-0467,32,46,2499,114954,Quarterly,NetBanking,90,3,10,No
SYN-0468,65,47,2499,117453,Annual,Wallet,27,2,1,No
SYN-0469,60,55,799,43945,Month-to-month,UPI,82,2,6,No
SYN-0470,36,60,3999,239940,Quarterly,NetBanking,47,2,2,No
SYN-0471,37,11,799,8789,Month-to-month,Card,62,5,1,No
SYN-0472,67,45,799,35955,Month-to-month,UPI,37,5,2,No
SYN-0473,52,25,3999,99975,Quarterly,NetBanking,26,6,7,No
SYN-0474,62,35,3999,139965,Annual,Card,66,1,10,No
SYN-0475,22,11,3999,43989,Quarterly,NetBanking,9,1,5,No
SYN-0476,31,7,799,5593,Annual,UPI,26,5,7,Yes
SYN-0477,51,36,799,28764,Annual,UPI,81,5,10,No
SYN-0478,27,28,1299,36372,Quarterly,Card,25,6,1,No
SYN-0479,40,13,3999,51987,Month-to-month,UPI,89,4,5,No
SYN-0480,44,4,3999,15996,Month-to-month,Wallet,24,7,1,Yes
SYN-0481,22,6,2499,14994,Month-to-month,Card,30,7,2,Yes
SYN-0482,40,41,2499,102459,Quarterly,Wallet,65,1,2,No
SYN-0483,45,32,2499,79968,Month-to-month,NetBanking,87,1,9,No
SYN-0484,23,57,3999,227943,Quarterly,Wallet,28,5,8,No
SYN-0485,24,30,2499,74970,Month-to-month,UPI,39,3,10,No
SYN-0486,56,6,2499,14994,Month-to-month,Wallet,80,6,4,Yes
SYN-0487,51,53,3999,211947,Quarterly,UPI,78,7,4,No
SYN-0488,32,26,799,20774,Month-to-month,Card,20,2,8,No
SYN-0489,26,52,1299,67548,Annual,Wallet,10,2,7,No
SYN-0490,26,13,1299,16887,Quarterly,Wallet,45,4,2,No
SYN-0491,21,36,2499,89964,Annual,Wallet,71,4,8,No
SYN-0492,58,8,3999,31992,Annual,UPI,23,2,10,No
SYN-0493,43,60,799,47940,Quarterly,NetBanking,41,1,9,No
SYN-0494,38,25,3999,99975,Quarterly,Card,9,7,3,Yes
SYN-0495,65,40,3999,159960,Month-to-month,UPI,55,0,6,No
SYN-0496,42,48,3999,191952,Quarterly,NetBanking,52,4,1,No
SYN-0497,40,18,3999,71982,Annual,Wallet,34,1,3,No
SYN-0498,59,50,2499,124950,Annual,UPI,98,4,7,No
SYN-0499,54,13,3999,51987,Quarterly,UPI,57,3,8,No
SYN-0500,46,33,1299,42867,Month-to-month,UPI,44,1,9,No
SYN-0501,23,12,1299,15588,Quarterly,UPI,12,3,4,Yes
SYN-0502,50,59,2499,147441,Annual,Wallet,40,3,6,No
SYN-0503,52,41,799,32759,Annual,Wallet,35,0,6,No
SYN-0504,37,12,3999,47988,Annual,UPI,49,5,3,No
SYN-0505,57,19,799,15181,Month-to-month,Card,11,6,3,Yes
SYN-0506,53,42,1299,54558,Month-to-month,UPI,39,3,7,No
SYN-0507,35,31,1299,40269,Quarterly,NetBanking,81,2,1,No
SYN-0508,50,46,2499,114954,Quarterly,Card,53,6,6,No
SYN-0509,21,30,2499,74970,Annual,NetBanking,79,6,2,No
SYN-0510,51,36,2499,89964,Month-to-month,NetBanking,92,4,2,No
SYN-0511,33,18,2499,44982,Month-to-month,Card,38,4,5,No
SYN-0512,64,58,799,46342,Month-to-month,UPI,89,6,6,No
SYN-0513,46,42,3999,167958,Quarterly,UPI,38,4,7,No
SYN-0514,64,38,1299,49362,Annual,Wallet,97,5,4,No
SYN-0515,32,59,2499,147441,Quarterly,UPI,26,4,9,No
SYN-0516,32,31,1299,40269,Annual,NetBanking,97,4,9,No
SYN-0517,68,42,799,33558,Quarterly,Wallet,50,3,4,No
SYN-0518,39,51,2499,127449,Quarterly,UPI,38,5,10,No
SYN-0519,53,31,799,24769,Month-to-month,Wallet,65,1,4,No
SYN-0520,29,34,2499,84966,Month-to-month,NetBanking,11,6,3,Yes
SYN-0521,26,27,3999,107973,Quarterly,NetBanking,45,2,3,No
SYN-0522,21,41,1299,53259,Quarterly,NetBanking,86,5,1,No
SYN-0523,29,14,1299,18186,Annual,Wallet,67,2,2,No
SYN-0524,45,41,3999,163959,Month-to-month,UPI,59,6,8,No
SYN-0525,54,35,1299,45465,Month-to-month,UPI,6,5,6,No
SYN-0526,40,44,799,35156,Month-to-month,UPI,33,3,6,No
SYN-0527,40,25,2499,62475,Quarterly,Wallet,13,2,1,Yes
SYN-0528,42,47,2499,117453,Quarterly,NetBanking,92,6,3,No
SYN-0529,35,49,1299,63651,Month-to-month,Card,56,2,1,No
SYN-0530,66,14,799,11186,Annual,UPI,20,2,6,No
SYN-0531,63,25,2499,62475,Month-to-month,UPI,81,0,1,No
SYN-0532,28,4,799,3196,Annual,NetBanking,61,6,7,Yes
SYN-0533,40,31,1299,40269,Quarterly,UPI,93,3,1,No
SYN-0534,53,43,2499,107457,Annual,UPI,58,2,2,No
SYN-0535,59,19,799,15181,Month-to-month,NetBanking,68,1,4,No
SYN-0536,39,54,1299,70146,Month-to-month,UPI,95,5,7,No
SYN-0537,42,36,3999,143964,Month-to-month,UPI,93,3,8,No
SYN-0538,30,1,799,799,Month-to-month,UPI,78,1,8,No
SYN-0539,50,47,799,37553,Quarterly,NetBanking,87,4,4,No
SYN-0540,39,30,799,23970,Quarterly,NetBanking,27,1,1,No
SYN-0541,29,28,799,22372,Annual,Card,10,1,1,Yes
SYN-0542,67,22,2499,54978,Month-to-month,NetBanking,84,7,5,No
SYN-0543,46,53,2499,132447,Quarterly,NetBanking,19,2,7,No
SYN-0544,28,54,3999,215946,Month-to-month,UPI,58,7,3,No
SYN-0545,51,55,1299,71445,Annual,Wallet,58,1,10,No
SYN-0546,64,12,3999,47988,Annual,Card,83,5,1,No
SYN-0547,23,31,3999,123969,Month-to-month,NetBanking,57,1,8,No
SYN-0548,68,42,2499,104958,Annual,Card,95,0,9,No
SYN-0549,51,43,2499,107457,Quarterly,Wallet,60,1,4,No
SYN-0550,53,10,799,7990,Quarterly,Wallet,87,0,3,No
SYN-0551,36,56,1299,72744,Quarterly,NetBanking,67,1,6,No
SYN-0552,26,4,1299,5196,Quarterly,Wallet,56,6,4,Yes
SYN-0553,41,52,3999,207948,Month-to-month,Wallet,68,1,8,No
SYN-0554,23,48,799,38352,Annual,UPI,56,1,7,No
SYN-0555,34,53,799,42347,Annual,Wallet,70,4,9,No
SYN-0556,42,22,2499,54978,Annual,Wallet,33,0,8,No
SYN-0557,63,46,2499,114954,Month-to-month,UPI,19,7,2,Yes
SYN-0558,44,22,2499,54978,Annual,UPI,75,4,9,No
SYN-0559,27,3,1299,3897,Quarterly,Card,22,7,7,Yes
SYN-0560,33,13,799,10387,Annual,NetBanking,32,6,8,No
SYN-0561,28,7,3999,27993,Quarterly,Wallet,86,0,10,No
SYN-0562,68,43,1299,55857,Month-to-month,Wallet,5,7,9,No
SYN-0563,32,54,3999,215946,Annual,Card,93,2,10,No
SYN-0564,47,7,3999,27993,Annual,Card,69,5,7,Yes
SYN-0565,29,18,3999,71982,Month-to-month,Wallet,42,5,8,No
SYN-0566,61,39,2499,97461,Month-to-month,Card,96,5,9,No
SYN-0567,66,14,2499,34986,Annual,Card,91,5,3,No
SYN-0568,51,33,2499,82467,Annual,Wallet,50,1,9,No
SYN-0569,27,44,2499,109956,Month-to-month,Wallet,6,6,9,No
SYN-0570,31,10,799,7990,Quarterly,NetBanking,30,0,5,No
SYN-0571,23,10,799,7990,Quarterly,Wallet,31,4,9,No
SYN-0572,65,7,1299,9093,Quarterly,UPI,35,6,9,Yes
SYN-0573,56,60,3999,239940,Month-to-month,UPI,58,6,6,No
SYN-0574,35,48,2499,119952,Annual,NetBanking,84,3,8,No
SYN-0575,32,49,1299,63651,Annual,UPI,42,3,8,No
SYN-0576,48,12,1299,15588,Quarterly,NetBanking,53,1,1,No
SYN-0577,50,9,1299,11691,Annual,Card,5,4,6,No
SYN-0578,61,3,1299,3897,Annual,NetBanking,81,5,1,Yes
SYN-0579,54,32,2499,79968,Month-to-month,Card,95,1,6,No
SYN-0580,55,34,799,27166,Quarterly,UPI,58,2,9,No
SYN-0581,42,23,1299,29877,Quarterly,NetBanking,89,3,6,No
SYN-0582,49,14,3999,55986,Month-to-month,Card,19,0,6,No
SYN-0583,37,3,2499,7497,Annual,NetBanking,19,6,7,Yes
SYN-0584,39,2,2499,4998,Annual,Card,67,7,1,Yes
SYN-0585,55,21,799,16779,Month-to-month,UPI,26,1,9,No
SYN-0586,55,14,1299,18186,Annual,Wallet,18,6,4,Yes
SYN-0587,66,42,799,33558,Quarterly,UPI,8,2,8,No
SYN-0588,56,6,799,4794,Month-to-month,Card,27,0,5,No
SYN-0589,61,59,2499,147441,Quarterly,Wallet,54,6,8,No
SYN-0590,55,21,799,16779,Month-to-month,UPI,91,6,2,No
SYN-0591,27,49,799,39151,Quarterly,NetBanking,50,1,9,No
SYN-0592,46,39,799,31161,Annual,UPI,61,4,7,No
SYN-0593,55,31,1299,40269,Quarterly,Card,22,3,7,No
SYN-0594,30,20,2499,49980,Month-to-month,UPI,75,0,9,No
SYN-0595,68,1,3999,3999,Annual,NetBanking,44,1,4,No
SYN-0596,35,14,3999,55986,Annual,NetBanking,25,2,3,No
SYN-0597,24,13,799,10387,Annual,Wallet,90,2,10,No
SYN-0598,37,42,799,33558,Month-to-month,Card,90,4,2,No
SYN-0599,63,47,3999,187953,Annual,Card,50,5,3,No
SYN-0600,52,7,2499,17493,Quarterly,NetBanking,29,1,6,No
SYN-0601,44,40,2499,99960,Quarterly,Wallet,77,2,10,No
SYN-0602,66,11,799,8789,Annual,Wallet,36,5,4,No
SYN-0603,51,18,2499,44982,Quarterly,Wallet,91,2,6,No
SYN-0604,32,23,2499,57477,Annual,UPI,75,7,2,No
SYN-0605,37,54,2499,134946,Annual,UPI,73,2,4,No
SYN-0606,58,47,799,37553,Annual,Wallet,69,0,1,No
SYN-0607,55,50,1299,64950,Annual,Wallet,75,0,5,No
SYN-0608,58,42,1299,54558,Annual,NetBanking,55,5,4,No
SYN-0609,53,9,3999,35991,Month-to-month,Card,55,1,6,No
SYN-0610,32,55,1299,71445,Annual,Card,62,2,3,No
SYN-0611,52,48,3999,191952,Month-to-month,UPI,10,5,4,Yes
SYN-0612,54,17,2499,42483,Quarterly,Wallet,10,3,4,Yes
SYN-0613,27,31,3999,123969,Annual,NetBanking,10,0,6,No
SYN-0614,44,54,2499,134946,Annual,UPI,53,2,7,No
SYN-0615,46,34,2499,84966,Quarterly,NetBanking,33,6,9,No
SYN-0616,49,32,3999,127968,Month-to-month,Card,69,0,3,No
SYN-0617,31,5,2499,12495,Quarterly,UPI,24,3,3,Yes
SYN-0618,51,43,1299,55857,Annual,Wallet,47,6,2,No
SYN-0619,22,31,1299,40269,Month-to-month,UPI,87,2,7,No
SYN-0620,23,9,1299,11691,Annual,Card,85,2,9,No
SYN-0621,46,4,1299,5196,Annual,UPI,28,4,9,Yes
SYN-0622,59,57,2499,142443,Quarterly,Wallet,32,1,8,No
SYN-0623,58,11,1299,14289,Month-to-month,NetBanking,81,6,3,No
SYN-0624,25,11,2499,27489,Month-to-month,Wallet,81,7,10,No
SYN-0625,54,25,1299,32475,Annual,Wallet,7,1,4,Yes
SYN-0626,60,53,1299,68847,Annual,UPI,27,1,8,No
SYN-0627,59,57,799,45543,Annual,UPI,66,1,3,No
SYN-0628,65,58,3999,231942,Annual,Wallet,52,6,1,No
SYN-0629,68,15,3999,59985,Annual,UPI,49,6,10,No
SYN-0630,26,28,1299,36372,Quarterly,Wallet,66,4,4,No
SYN-0631,57,17,1299,22083,Annual,UPI,95,0,1,No
SYN-0632,65,34,799,27166,Quarterly,Wallet,88,6,4,No
SYN-0633,37,24,799,19176,Quarterly,Wallet,59,2,10,No
SYN-0634,34,37,2499,92463,Quarterly,Wallet,92,4,7,No
SYN-0635,57,12,2499,29988,Quarterly,Wallet,37,7,5,No
SYN-0636,49,48,1299,62352,Annual,Card,100,1,4,No
SYN-0637,60,7,1299,9093,Annual,UPI,48,6,9,Yes
SYN-0638,51,11,3999,43989,Annual,Wallet,16,0,3,Yes
SYN-0639,26,6,799,4794,Annual,UPI,33,4,6,Yes
SYN-0640,39,47,3999,187953,Annual,UPI,83,6,9,No
SYN-0641,33,50,1299,64950,Annual,NetBanking,61,7,1,No
SYN-0642,64,13,799,10387,Month-to-month,NetBanking,83,3,3,No
SYN-0643,46,16,799,12784,Quarterly,Wallet,16,2,5,No
SYN-0644,26,26,1299,33774,Annual,NetBanking,99,0,2,No
SYN-0645,59,47,2499,117453,Month-to-month,Wallet,40,5,4,No
SYN-0646,47,60,3999,239940,Annual,UPI,38,0,3,No
SYN-0647,53,36,799,28764,Quarterly,NetBanking,48,4,2,No
SYN-0648,36,45,3999,179955,Quarterly,Wallet,77,6,8,No
SYN-0649,37,44,3999,175956,Month-to-month,Wallet,66,0,2,No
SYN-0650,43,41,1299,53259,Annual,UPI,45,3,7,No
SYN-0651,46,45,2499,112455,Annual,NetBanking,41,3,2,No
SYN-0652,34,5,1299,6495,Annual,NetBanking,45,7,6,Yes
SYN-0653,36,12,1299,15588,Annual,Card,99,7,4,No
SYN-0654,36,56,2499,139944,Annual,NetBanking,34,3,4,No
SYN-0655,60,10,799,7990,Month-to-month,UPI,15,1,8,No
SYN-0656,52,55,3999,219945,Annual,NetBanking,84,5,6,No
SYN-0657,57,32,1299,41568,Month-to-month,UPI,55,4,4,No
SYN-0658,53,34,3999,135966,Quarterly,Wallet,74,7,1,No
SYN-0659,50,56,1299,72744,Quarterly,UPI,20,7,9,No
SYN-0660,41,1,1299,1299,Quarterly,NetBanking,79,6,2,Yes
SYN-0661,60,12,2499,29988,Quarterly,NetBanking,39,3,8,No
SYN-0662,65,12,3999,47988,Quarterly,NetBanking,31,6,7,No
SYN-0663,57,55,3999,219945,Month-to-month,Card,62,4,3,No
SYN-0664,48,53,799,42347,Quarterly,Card,35,4,9,No
SYN-0665,47,10,1299,12990,Quarterly,Card,6,7,3,Yes
SYN-0666,56,58,2499,144942,Annual,UPI,43,7,5,No
SYN-0667,37,26,799,20774,Quarterly,UPI,12,2,4,Yes
SYN-0668,56,29,2499,72471,Annual,NetBanking,51,4,6,No
SYN-0669,64,23,799,18377,Annual,Card,20,6,6,No
SYN-0670,64,37,1299,48063,Annual,Wallet,50,4,6,No
SYN-0671,39,50,3999,199950,Quarterly,Card,53,1,10,No
SYN-0672,57,56,1299,72744,Quarterly,UPI,58,5,10,No
SYN-0673,41,6,1299,7794,Annual,NetBanking,34,5,6,Yes
SYN-0674,44,46,2499,114954,Annual,Wallet,39,6,8,No
SYN-0675,67,27,1299,35073,Month-to-month,NetBanking,7,2,3,Yes
SYN-0676,27,48,799,38352,Month-to-month,UPI,26,3,7,No
SYN-0677,54,60,3999,239940,Month-to-month,UPI,8,0,7,No
SYN-0678,40,17,1299,22083,Month-to-month,Card,88,1,7,No
SYN-0679,29,48,2499,119952,Annual,Card,85,7,3,No
SYN-0680,50,2,799,1598,Annual,NetBanking,46,5,8,Yes
SYN-0681,32,36,3999,143964,Annual,Wallet,94,2,9,No
SYN-0682,55,41,3999,163959,Month-to-month,UPI,49,4,8,No
SYN-0683,30,29,2499,72471,Quarterly,UPI,57,5,5,No
SYN-0684,55,1,1299,1299,Month-to-month,Wallet,41,5,8,Yes
SYN-0685,39,49,3999,195951,Annual,Card,6,4,7,No
SYN-0686,56,51,799,40749,Quarterly,Wallet,29,5,7,No
SYN-0687,37,16,1299,20784,Month-to-month,Wallet,53,6,4,No
SYN-0688,38,41,1299,53259,Quarterly,Card,41,4,9,No
SYN-0689,28,55,799,43945,Annual,Wallet,22,2,5,No
SYN-0690,52,40,3999,159960,Month-to-month,NetBanking,94,4,10,No
SYN-0691,32,2,1299,2598,Month-to-month,NetBanking,73,0,1,No
SYN-0692,35,18,1299,23382,Month-to-month,Card,98,7,1,No
SYN-0693,40,1,3999,3999,Quarterly,NetBanking,48,3,7,No
SYN-0694,24,30,799,23970,Quarterly,Wallet,15,5,3,Yes
SYN-0695,45,5,3999,19995,Month-to-month,UPI,29,2,5,No
SYN-0696,68,50,1299,64950,Month-to-month,Card,61,6,4,No
SYN-0697,64,30,799,23970,Quarterly,NetBanking,65,3,7,No
SYN-0698,61,11,799,8789,Quarterly,Card,37,1,8,No
SYN-0699,61,24,799,19176,Quarterly,NetBanking,19,3,4,Yes
SYN-0700,46,1,1299,1299,Month-to-month,UPI,79,4,2,Yes
SYN-0701,36,3,3999,11997,Month-to-month,Wallet,52,2,2,No
SYN-0702,62,6,2499,14994,Month-to-month,UPI,12,0,6,No
SYN-0703,62,9,3999,35991,Quarterly,Wallet,45,3,9,No
SYN-0704,43,47,1299,61053,Annual,Card,93,0,7,No
SYN-0705,56,17,799,13583,Quarterly,Wallet,95,7,8,No
SYN-0706,38,13,1299,16887,Annual,Card,46,5,8,No
SYN-0707,55,5,1299,6495,Quarterly,Wallet,42,7,5,Yes
SYN-0708,44,1,3999,3999,Annual,Card,7,2,10,No
SYN-0709,64,21,799,16779,Quarterly,Card,29,6,9,No
SYN-0710,28,40,2499,99960,Month-to-month,UPI,57,5,6,No
SYN-0711,27,3,1299,3897,Quarterly,Card,9,2,4,Yes
SYN-0712,54,7,799,5593,Annual,NetBanking,89,6,8,Yes
SYN-0713,21,4,2499,9996,Month-to-month,Wallet,82,3,2,No
SYN-0714,44,60,799,47940,Annual,Wallet,86,7,1,No
SYN-0715,54,53,2499,132447,Month-to-month,UPI,83,0,5,No
SYN-0716,27,54,2499,134946,Month-to-month,Card,32,1,9,No
SYN-0717,63,35,3999,139965,Month-to-month,Card,29,3,9,No
SYN-0718,43,36,3999,143964,Annual,Wallet,86,1,10,No
SYN-0719,56,45,3999,179955,Quarterly,NetBanking,26,1,3,No
SYN-0720,56,43,1299,55857,Quarterly,NetBanking,50,7,6,No
SYN-0721,57,27,3999,107973,Annual,Card,82,5,4,No
SYN-0722,46,25,2499,62475,Month-to-month,UPI,62,5,8,No
SYN-0723,40,19,799,15181,Month-to-month,Card,43,2,1,No
SYN-0724,56,55,2499,137445,Annual,Card,93,0,5,No
SYN-0725,29,7,799,5593,Quarterly,NetBanking,50,7,3,Yes
SYN-0726,26,57,1299,74043,Annual,Wallet,37,3,5,No
SYN-0727,51,37,1299,48063,Month-to-month,Wallet,97,1,6,No
SYN-0728,45,53,799,42347,Month-to-month,UPI,9,4,10,No
SYN-0729,28,59,2499,147441,Month-to-month,UPI,60,5,7,No
SYN-0730,23,41,3999,163959,Quarterly,Card,44,0,9,No
SYN-0731,49,21,1299,27279,Annual,UPI,11,2,7,No
SYN-0732,29,15,3999,59985,Quarterly,UPI,55,4,3,No
SYN-0733,46,31,799,24769,Annual,Wallet,38,6,2,No
SYN-0734,33,50,1299,64950,Quarterly,Wallet,66,2,9,No
SYN-0735,38,42,1299,54558,Quarterly,NetBanking,36,3,2,No
SYN-0736,48,44,799,35156,Quarterly,NetBanking,90,1,7,No
SYN-0737,40,13,2499,32487,Month-to-month,NetBanking,81,5,1,No
SYN-0738,35,40,3999,159960,Month-to-month,NetBanking,61,2,1,No
SYN-0739,36,10,799,7990,Annual,Card,99,1,1,No
SYN-0740,40,56,2499,139944,Quarterly,Wallet,48,0,2,No
SYN-0741,34,2,2499,4998,Month-to-month,NetBanking,99,3,9,No
SYN-0742,45,36,3999,143964,Annual,UPI,93,2,1,No
SYN-0743,65,17,1299,22083,Annual,NetBanking,41,0,4,No
SYN-0744,63,4,3999,15996,Quarterly,NetBanking,13,0,7,No
SYN-0745,35,56,799,44744,Quarterly,UPI,42,0,7,No
SYN-0746,26,58,2499,144942,Month-to-month,Card,81,7,9,No
SYN-0747,54,33,3999,131967,Quarterly,NetBanking,10,0,4,Yes
SYN-0748,64,32,3999,127968,Quarterly,NetBanking,7,2,6,No
SYN-0749,24,41,2499,102459,Annual,NetBanking,69,3,5,No
SYN-0750,35,57,3999,227943,Month-to-month,NetBanking,76,0,5,No
SYN-0751,54,58,3999,231942,Annual,Card,16,2,7,No
SYN-0752,59,27,1299,35073,Quarterly,Wallet,59,2,5,No
SYN-0753,58,35,1299,45465,Annual,Card,88,3,3,No
SYN-0754,29,56,1299,72744,Quarterly,Card,93,4,9,No
SYN-0755,55,42,1299,54558,Annual,UPI,13,5,9,No
SYN-0756,41,12,2499,29988,Quarterly,Wallet,98,2,1,No
SYN-0757,27,20,3999,79980,Month-to-month,Card,24,4,4,Yes
SYN-0758,35,2,2499,4998,Annual,UPI,81,3,4,No
SYN-0759,59,23,799,18377,Quarterly,NetBanking,22,7,9,No
SYN-0760,31,12,3999,47988,Month-to-month,Card,65,7,3,No
SYN-0761,35,3,3999,11997,Annual,Card,39,0,7,No
SYN-0762,60,49,1299,63651,Quarterly,NetBanking,27,1,8,No
SYN-0763,23,56,3999,223944,Annual,Wallet,59,3,7,No
SYN-0764,59,47,2499,117453,Annual,UPI,83,6,10,No
SYN-0765,36,34,799,27166,Annual,Wallet,63,7,1,No
SYN-0766,33,48,799,38352,Quarterly,Wallet,71,6,1,No
SYN-0767,48,26,2499,64974,Quarterly,UPI,64,4,3,No
SYN-0768,26,45,1299,58455,Annual,UPI,87,7,8,No
SYN-0769,49,12,1299,15588,Month-to-month,Card,57,6,6,No
SYN-0770,41,30,1299,38970,Annual,Card,16,7,5,No
SYN-0771,61,46,799,36754,Quarterly,UPI,19,1,8,No
SYN-0772,45,34,3999,135966,Month-to-month,Card,53,2,9,No
SYN-0773,32,59,2499,147441,Annual,UPI,25,2,3,No
SYN-0774,39,27,2499,67473,Annual,Card,98,4,8,No
SYN-0775,37,8,1299,10392,Month-to-month,Wallet,5,3,10,No
SYN-0776,36,32,3999,127968,Month-to-month,Wallet,82,0,8,No
SYN-0777,59,30,3999,119970,Month-to-month,Card,15,7,10,No
SYN-0778,30,57,2499,142443,Month-to-month,NetBanking,11,3,3,Yes
SYN-0779,59,3,1299,3897,Quarterly,NetBanking,90,0,10,No
SYN-0780,32,59,799,47141,Month-to-month,NetBanking,18,0,7,No
SYN-0781,44,40,1299,51960,Month-to-month,UPI,100,7,10,No
SYN-0782,25,50,2499,124950,Quarterly,UPI,52,5,7,No
SYN-0783,42,19,3999,75981,Annual,Wallet,20,2,5,No
SYN-0784,27,34,1299,44166,Annual,UPI,83,3,1,No
SYN-0785,37,31,2499,77469,Annual,NetBanking,82,6,6,No
SYN-0786,52,60,1299,77940,Month-to-month,Card,71,7,8,No
SYN-0787,22,46,2499,114954,Quarterly,UPI,5,3,2,Yes
SYN-0788,42,48,1299,62352,Quarterly,Card,57,6,1,No
SYN-0789,40,1,1299,1299,Quarterly,NetBanking,37,4,2,Yes
SYN-0790,42,50,799,39950,Quarterly,UPI,92,1,6,No
SYN-0791,64,54,1299,70146,Quarterly,Wallet,47,3,6,No
SYN-0792,61,52,799,41548,Quarterly,NetBanking,66,2,3,No
